799065,268328,4,2013,"B"
799065,1213395,4,2013,"B"
1345586,1213395,4,2013,"B"
799065,224922,4,2013,"B"
799065,57217,4,2013,"B"
799065,57217,4,2013,"B"
799065,90758,4,2013,"B"
799065,264382,4,2013,"B"
799065,268328,4,2013,"B"
1345586,799065,4,2013,"B"
1345586,1471858,4,2013,"B"
1345586,90758,4,2013,"B"
1345586,264382,4,2013,"B"
1345586,268328,4,2013,"B"
799065,136137,4,2013,"B"
1345586,1213395,4,2013,"B"
1345586,1164070,4,2013,"B"
1345586,799065,4,2013,"B"
799065,1418587,4,2013,"B"
799065,136137,4,2013,"B"
1345586,799065,4,2013,"B"
1345586,1471858,4,2013,"B"
799065,222949,4,2013,"B"
799065,205192,4,2013,"B"
1345586,1471858,4,2013,"B"
224922,1213395,4,2013,"B"
224922,1213395,4,2013,"B"
272274,799065,4,2013,"B"
272274,217030,4,2013,"B"
90758,57217,4,2013,"B"
1345586,90758,4,2013,"B"
1345586,1171962,4,2013,"B"
1345586,1270612,8,2013,"B"
1345586,90758,4,2013,"B"
90758,224922,4,2013,"B"
90758,1452128,4,2013,"B"
90758,1270612,8,2013,"B"
799065,1181827,4,2013,"B"
799065,1471858,4,2013,"B"
1345586,1270612,8,2013,"B"
1213395,1345586,7,2013,"B"
1171962,205192,8,2013,"B"
799065,1471858,4,2013,"B"
1345586,1270612,8,2013,"B"
90758,1345586,8,2013,"B"
90758,1452128,4,2013,"B"
90758,1471858,7,2013,"B"
1171962,1345586,1,2013,"B"
90758,1270612,8,2013,"B"
90758,1213395,4,2013,"B"
1471858,1345586,7,2013,"B"
90758,1345586,8,2013,"B"
90758,1213395,4,2013,"B"
90758,1270612,8,2013,"B"
90758,1345586,8,2013,"B"
90758,57217,4,2013,"B"
1213395,224922,7,2013,"B"
1471858,1345586,7,2013,"B"
90758,1345586,8,2013,"B"
90758,1219314,4,2013,"B"
1171962,1418587,1,2013,"B"
205192,1164070,8,2013,"B"
1345586,1270612,8,2013,"B"
90758,1345586,8,2013,"B"
59190,57217,4,2013,"B"
1171962,268328,7,2013,"B"
59190,1345586,7,2013,"B"
1171962,100623,1,2013,"B"
217030,90758,8,2013,"B"
1181827,268328,4,2013,"B"
217030,1213395,8,2013,"B"
1171962,1345586,8,2013,"B"
799065,268328,4,2013,"B"
1213395,1345586,7,2013,"B"
268328,1213395,7,2013,"B"
1171962,1213395,1,2013,"B"
1345586,1270612,8,2013,"B"
59190,57217,4,2013,"B"
264382,268328,8,2013,"B"
90758,228868,8,2013,"B"
799065,268328,4,2013,"B"
1213395,264382,7,2013,"B"
1213395,224922,7,2013,"B"
1171962,1213395,1,2013,"B"
1345586,1270612,8,2013,"B"
1181827,136137,4,2013,"B"
90758,217030,8,2013,"B"
1181827,1213395,4,2013,"B"
799065,1345586,8,2013,"B"
1219314,1471858,7,2013,"B"
100623,1213395,1,2013,"B"
1181827,1213395,4,2013,"B"
217030,90758,8,2013,"B"
205192,1164070,8,2013,"B"
799065,1219314,4,2013,"B"
217030,90758,8,2013,"B"
205192,224922,7,2013,"B"
100623,799065,1,2013,"B"
1213395,1270612,8,2013,"B"
799065,272274,4,2013,"B"
268328,90758,8,2013,"B"
217030,268328,8,2013,"B"
90758,57217,4,2013,"B"
90758,1345586,8,2013,"B"
1219314,57217,7,2013,"B"
1171962,799065,1,2013,"B"
1213395,1270612,8,2013,"B"
90758,1270612,4,2013,"B"
217030,90758,8,2013,"B"
90758,217030,8,2013,"B"
90758,57217,4,2013,"B"
217030,90758,8,2013,"B"
1219314,217030,7,2013,"B"
1171962,1213395,1,2013,"B"
1213395,1270612,8,2013,"B"
1345586,1270612,4,2013,"B"
1345586,1270612,8,2013,"B"
264382,217030,8,2013,"B"
262409,1471858,4,2013,"B"
217030,90758,8,2013,"B"
799065,217030,7,2013,"B"
1171962,1213395,1,2013,"B"
262409,1471858,4,2013,"B"
1213395,272274,8,2013,"B"
1213395,1270612,8,2013,"B"
90758,217030,8,2013,"B"
262409,1471858,4,2013,"B"
1171962,1270612,8,2013,"B"
1213395,205192,2,2013,"B"
799065,217030,7,2013,"B"
1181827,264382,4,2013,"B"
1171962,1471858,1,2013,"B"
1171962,1270612,8,2013,"B"
268328,1219314,8,2013,"B"
90758,217030,8,2013,"B"
799065,1171962,4,2013,"B"
1171962,1270612,8,2013,"B"
799065,1345586,7,2013,"B"
1171962,1471858,1,2013,"B"
799065,1471858,4,2013,"B"
1171962,1270612,8,2013,"B"
268328,1270612,8,2013,"B"
264382,217030,8,2013,"B"
799065,1471858,4,2013,"B"
1213395,217030,2,2013,"B"
1219314,1270612,8,2013,"B"
799065,1213395,7,2013,"B"
1171962,1471858,1,2013,"B"
799065,1213395,4,2013,"B"
1171962,1270612,8,2013,"B"
264382,217030,8,2013,"B"
1213395,90758,8,2013,"B"
1471858,268328,4,2013,"B"
799065,1270612,8,2013,"B"
1345586,1471858,2,2013,"B"
1171962,268328,1,2013,"B"
90758,799065,4,2013,"B"
1171962,1270612,8,2013,"B"
799065,1171962,7,2013,"B"
268328,1219314,8,2013,"B"
90758,268328,8,2013,"B"
1219314,1270612,8,2013,"B"
224922,1181827,4,2013,"B"
1345586,205192,2,2013,"B"
1171962,1345586,1,2013,"B"
1219314,1270612,8,2013,"B"
90758,1213395,8,2013,"B"
1471858,57217,4,2013,"B"
90758,268328,8,2013,"B"
1213395,1270612,8,2013,"B"
1171962,1270612,8,2013,"B"
1418587,136137,4,2013,"B"
1345586,217030,2,2013,"B"
1171962,799065,1,2013,"B"
1219314,1270612,8,2013,"B"
799065,57217,4,2013,"B"
1213395,217030,5,2013,"B"
1164070,205192,8,2013,"B"
90758,217030,8,2013,"B"
1213395,1270612,8,2013,"B"
1171962,1270612,8,2013,"B"
799065,1171962,4,2013,"B"
1270612,217030,2,2013,"B"
1164070,1471858,8,2013,"B"
1171962,268328,1,2013,"B"
799065,1171962,4,2013,"B"
1345586,268328,8,2013,"B"
1171962,799065,8,2013,"B"
1213395,1219314,8,2013,"B"
268328,799065,8,2013,"B"
90758,262409,4,2013,"B"
1270612,90758,9,2013,"B"
1270612,217030,2,2013,"B"
90758,57217,4,2013,"B"
1171962,217030,5,2013,"B"
